country,table_id,indicator,content_category,item,rank_group,value,unit,base,source_page,extraction_method,ocr_confidence,verification_status,notes
중국,1-17,호감요인,드라마,수 패센부티 등 하` 최산 튼린스들 불 수 있어서,1순위,6.6,%,990.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9995,manual_review,
중국,1-17,호감요인,드라마,흙 패센분티 등 한국 최신 트럭드록 볼 수 있어서,1+2순위(중복),14.4,%,990.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9991,manual_review,
중국,1-17,호감요인,영화,영상매연출력 등 작품성이 좋아서,1순위,8.1,%,88.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9999,manual_review,
중국,1-17,호감요인,영화,기타,1+2순위(중복),0.1,%,88.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9897,manual_review,
중국,1-17,호감요인,음악,패션분티 등 한국 최신 트렌드틀 볼 수 있어서,1순위,8.1,%,989.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9996,manual_review,
중국,1-17,호감요인,음악,패센뷰티 등 한국 최신 트럭드록 볼 수 있어서,1+2순위(중복),14.3,%,989.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9596,manual_review,
중국,1-17,호감요인,음악,남성 여성,1+2순위(중복),10.0,%,989.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9397,manual_review,
중국,1-17,호감요인,출판물,인기 있는 한류 존렌츠의 원작인 경우가 많아서,1순위,10.4,%,501.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9998,manual_review,
중국,1-17,호감요인,출판물,캐릭터의 성계역할이 마음에 들어서,1순위,10.0,%,501.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9817,manual_review,
중국,1-17,호감요인,출판물,슈 E양하락켓물통해고되 _햇,1순위,8.0,%,501.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9999,manual_review,
중국,1-17,호감요인,출판물,한국의 최신 트렌드록 접할 수 있어서,1+2순위(중복),18.8,%,501.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.7927,manual_review,
중국,1-17,호감요인,출판물,흙 다양한 소재 또는 장르름 다리서,1+2순위(중복),15.0,%,501.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.997,manual_review,
중국,1-17,호감요인,웹툰,순 스토리 전개와 장면 전환이 빨라서,1순위,7.3,%,735.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9761,manual_review,
중국,1-17,호감요인,게임,디른 게p들과 네트위름 형성하고햄 월수 앞어서,1순위,9.3,%,741.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9954,manual_review,
중국,1-17,호감요인,게임,스토리가 짜임새 있고 탄단해서,1순위,8.3,%,741.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.5479,manual_review,
중국,1-17,호감요인,게임,수 한류스타가 평고홍보하기 때문예,1순위,7.6,%,741.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9989,manual_review,
중국,1-17,호감요인,게임,디른 게p미들과 네트위스릎 형성하고 햄 월수 있,1+2순위(중복),17.8,%,741.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9996,manual_review,
중국,1-17,호감요인,게임,흙 한류스타가 광괴홍보하기 때문에,1+2순위(중복),14.2,%,741.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.6785,manual_review,
중국,1-17,호감요인,게임,한국 게임 동영상 스트리머가 좋아서,1+2순위(중복),13.9,%,741.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9697,manual_review,
중국,1-17,호감요인,게임,남성 여성,1+2순위(중복),10.0,%,741.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9397,manual_review,
중국,1-17,호감요인,패션,좋아하는 한류스타가 사용홍보하기 때문에,1순위,12.1,%,981.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.5749,manual_review,
중국,1-17,호감요인,패션,수 좋아하는 인플루언서가 직접 사용홍보해서,1순위,7.7,%,981.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.7151,manual_review,
중국,1-17,호감요인,패션,품질 대비 가격이 저럼해서,1+2순위(중복),15.6,%,981.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9672,manual_review,
중국,1-17,호감요인,뷰티,제품 종류가 다양해서,1+2순위(중복),16.5,%,746.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9998,manual_review,
중국,1-17,호감요인,음식,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,1순위,22.2,%,985.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.87,manual_review,
중국,1-17,호감요인,한국어,한글이 만들어진 역사루 알 수 있어서,1순위,10.6,%,478.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9988,manual_review,
중국,1-17,호감요인,한국어,한글이 배우기 쉬위서,1순위,9.8,%,478.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9995,manual_review,
중국,1-17,호감요인,한국어,기타,1+2순위(중복),0.4,%,478.0,"83,84,85,86,87,88",easyocr+ranked_item_row_grouping,0.9995,manual_review,
중국,1-18,호감 저해요인,드라마,디양한 문화에 대한 고로마 부족해세인종 성소수자 종교 히,1순위,2.0,%,990.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9998,manual_review,
중국,1-18,호감 저해요인,드라마,같은 배우들이 다른 작품에 반복적으로 출연해서,1+2순위(중복),9.9,%,990.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.7114,manual_review,
중국,1-18,호감 저해요인,드라마,다양한 문회에 대한 고가 부족해세인종 성소수자 종교 히,1+2순위(중복),7.2,%,990.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.4989,manual_review,
중국,1-18,호감 저해요인,드라마,기타,1+2순위(중복),0.2,%,990.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9998,manual_review,
중국,1-18,호감 저해요인,예능,방송용 자매텍스 말 풍선 이모티로 등이 너무 많아서,1순위,8.3,%,978.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9959,manual_review,
중국,1-18,호감 저해요인,예능,접하기 어려운 환경이어서 수 여영 -출안-N락-되망 문제 정보 부족 헌,1순위,8.1,%,978.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9955,manual_review,
중국,1-18,호감 저해요인,예능,짜임새 있는 포매이 아니고 즉흥적이어서,1순위,4.7,%,978.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.5738,manual_review,
중국,1-18,호감 저해요인,예능,(시청 경로 부족 인터넷 속되망 문제 정보 부족 등,1+2순위(중복),2.0,%,978.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.2311,manual_review,
중국,1-18,호감 저해요인,예능,복 짜임새 있는_포패이 아니고 즉:적이어서,1+2순위(중복),10.5,%,978.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9138,manual_review,
중국,1-18,호감 저해요인,예능,기타,1+2순위(중복),0.2,%,978.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9743,manual_review,
중국,1-18,호감 저해요인,예능,남성 여성,1+2순위(중복),10.0,%,978.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9548,manual_review,
중국,1-18,호감 저해요인,영화,작품성이나 예술적 가치가 떨어진다고 생각해서,1순위,4.9,%,514.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.8153,manual_review,
중국,1-18,호감 저해요인,영화,번역 자막 더방으로 보기 불편해서,1+2순위(중복),15.4,%,514.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,1.0,manual_review,
중국,1-18,호감 저해요인,영화,복 작품정이나 예술적 '가치가 '떨어진다고 생각해서,1+2순위(중복),8.9,%,514.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.6279,manual_review,
중국,1-18,호감 저해요인,영화,남성 여성,1+2순위(중복),10.0,%,514.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9548,manual_review,
중국,1-18,호감 저해요인,음악,다양한 문최에 대한 고로마 부족해세인종 성소수자 종교 히,1순위,4.8,%,494.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9988,manual_review,
중국,1-18,호감 저해요인,음악,음악 자체가 쫓지 않아세수준이 낮아서,1+2순위(중복),10.8,%,494.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,1.0,manual_review,
중국,1-18,호감 저해요인,음악,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 텅,1+2순위(중복),10.5,%,494.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9138,manual_review,
중국,1-18,호감 저해요인,애니메이션,접하기 어려운 환경이어서 (지청 '경로 부족 인터넷 속되망 문제  정보 부족 등,1순위,10.0,%,72.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9969,manual_review,
중국,1-18,호감 저해요인,애니메이션,수 스토리 소재 장르 등이 진부획일적이어서,1순위,8.2,%,72.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.504,manual_review,
중국,1-18,호감 저해요인,애니메이션,주 어려운 환경이어서,1+2순위(중복),17.6,%,72.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.8912,manual_review,
중국,1-18,호감 저해요인,애니메이션,지나치게 상업적이어서,1+2순위(중복),14.5,%,72.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.8978,manual_review,
중국,1-18,호감 저해요인,애니메이션,남성 여성,1+2순위(중복),10.0,%,72.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9548,manual_review,
중국,1-18,호감 저해요인,출판물,이용하는데 비용이 많이 들어서,1순위,8.2,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9999,manual_review,
중국,1-18,호감 저해요인,출판물,수 스토리가 맘에 들지 않아서,순위미상(중복4회 중 1번째),6.8,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9744,manual_review,순위 불명(순위미상(중복4회 중 1번째))
중국,1-18,호감 저해요인,출판물,수 스토리가 맘에 들지 않아서,순위미상(중복4회 중 2번째),6.6,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9992,manual_review,순위 불명(순위미상(중복4회 중 2번째))
중국,1-18,호감 저해요인,출판물,수 스토리가 맘에 들지 않아서,순위미상(중복4회 중 3번째),13.6,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9624,manual_review,순위 불명(순위미상(중복4회 중 3번째))
중국,1-18,호감 저해요인,출판물,수 스토리가 맘에 들지 않아서,순위미상(중복4회 중 4번째),11.6,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.7956,manual_review,순위 불명(순위미상(중복4회 중 4번째))
중국,1-18,호감 저해요인,출판물,국가 간 역사-외교적 관계로 인해서,1순위,6.4,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9976,manual_review,
중국,1-18,호감 저해요인,출판물,내용이 선정적이고 폭력적이어서,1+2순위(중복),12.6,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9999,manual_review,
중국,1-18,호감 저해요인,출판물,복 축가 #역서외교적 관계적인해서,1+2순위(중복),11.6,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9997,manual_review,
중국,1-18,호감 저해요인,출판물,남성 여성,1+2순위(중복),10.0,%,501.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9548,manual_review,
중국,1-18,호감 저해요인,웹툰,(시청 경로 부족 인터넷 속되망 문제 정보 부족 등,1순위,8.3,%,75.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.8431,manual_review,
중국,1-18,호감 저해요인,웹툰,언어와 문화가 달라 내용올 이해하기 어려워서,1순위,8.0,%,75.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9978,manual_review,
중국,1-18,호감 저해요인,웹툰,스토리가 맘에 들지 않아서,순위미상(중복4회 중 1번째),5.2,%,75.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9099,manual_review,순위 불명(순위미상(중복4회 중 1번째))
중국,1-18,호감 저해요인,웹툰,스토리가 맘에 들지 않아서,순위미상(중복4회 중 2번째),2.0,%,75.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9999,manual_review,순위 불명(순위미상(중복4회 중 2번째))
중국,1-18,호감 저해요인,웹툰,스토리가 맘에 들지 않아서,순위미상(중복4회 중 3번째),8.8,%,75.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9997,manual_review,순위 불명(순위미상(중복4회 중 3번째))
중국,1-18,호감 저해요인,웹툰,스토리가 맘에 들지 않아서,순위미상(중복4회 중 4번째),4.8,%,75.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9988,manual_review,순위 불명(순위미상(중복4회 중 4번째))
중국,1-18,호감 저해요인,웹툰,접하기 어려운 환경이어서,1+2순위(중복),15.5,%,75.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,1.0,manual_review,
중국,1-18,호감 저해요인,웹툰,남성 여성,1+2순위(중복),10.0,%,75.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9548,manual_review,
중국,1-18,호감 저해요인,게임,이용하는데 비용이 많이 들어서,1순위,8.0,%,741.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9998,manual_review,
중국,1-18,호감 저해요인,게임,다양한 문최에 대한 고로마 부족해세인종 성소수자 종교 히,1순위,5.7,%,741.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.6579,manual_review,
중국,1-18,호감 저해요인,게임,남성 여성,1+2순위(중복),10.0,%,741.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9548,manual_review,
중국,1-18,호감 저해요인,패션,} 품질이대워어-젯씩비사 봉제 단추 등의 상태,1순위,6.8,%,981.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9934,manual_review,
중국,1-18,호감 저해요인,패션,품질이 떨어저세소재  색상 봉제   단추 등의 상태),1+2순위(중복),14.5,%,981.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.6181,manual_review,
중국,1-18,호감 저해요인,패션,둘 사이즈가 다양하지 않아서,1+2순위(중복),11.6,%,981.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9997,manual_review,
중국,1-18,호감 저해요인,패션,기타,1+2순위(중복),0.3,%,981.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.956,manual_review,
중국,1-18,호감 저해요인,뷰티,국가 간 역사 외교적 관계로 인해서,1순위,5.9,%,746.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.5896,manual_review,
중국,1-18,호감 저해요인,뷰티,수 렇정 훨요싶 하 비이 함해m 망죄 안간방식 등,1순위,4.7,%,746.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.588,manual_review,
중국,1-18,호감 저해요인,뷰티,품질 대비 가격이 비싸서,1+2순위(중복),10.3,%,746.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.968,manual_review,
중국,1-18,호감 저해요인,음식,수 다양한 문화에 대한 펴려가 부족해서,1순위,8.6,%,985.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9996,manual_review,
중국,1-18,호감 저해요인,음식,재료조리법올 알 수 없어서,1+2순위(중복),14.4,%,985.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.8962,manual_review,
중국,1-18,호감 저해요인,음식,기타,1+2순위(중복),0.1,%,985.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.8972,manual_review,
중국,1-18,호감 저해요인,한국어,한국어 실력이 늘지 않아서,1순위,12.6,%,478.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9722,manual_review,
중국,1-18,호감 저해요인,한국어,한국어의 소리가 불편하거나 어색해서,1순위,11.9,%,478.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.9997,manual_review,
중국,1-18,호감 저해요인,한국어,기타,1+2순위(중복),0.2,%,478.0,"89,90,91,92,93,94,95,96",easyocr+ranked_item_row_grouping,0.7399,manual_review,
일본,1-17,호감요인,드라마,수 훌등양화 등 사회 문제들 현설적므로 표현해서,1순위,4.2,%,525.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.7111,manual_review,
일본,1-17,호감요인,드라마,다양한 소재 또는 장르름 다리서,1순위,3.6,%,525.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9967,manual_review,
일본,1-17,호감요인,드라마,복 답양합 소재 또는 장르클 달리서,1+2순위(중복),7.1,%,525.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9997,manual_review,
일본,1-17,호감요인,드라마,불평등양국화 등 사회 문제름 현실적으로 표현해서,1+2순위(중복),6.9,%,525.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9998,manual_review,
일본,1-17,호감요인,예능,선호하는 스타가 MC 및 출연진으로 등장해서,1순위,16.9,%,290.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.6927,manual_review,
일본,1-17,호감요인,예능,남성 여성,1+2순위(중복),10.0,%,290.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.4444,manual_review,
일본,1-17,호감요인,영화,선호하는 배우가 출연해서,1순위,8.8,%,467.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9999,manual_review,
일본,1-17,호감요인,영화,표현 방식이 사실적이어서,1+2순위(중복),11.9,%,467.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.8634,manual_review,
일본,1-17,호감요인,음악,수 가숙그룹과 팬 자이예 '유대감이 좋아서,1순위,3.4,%,581.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9976,manual_review,
일본,1-17,호감요인,음악,약악 기타,1순위,3.4,%,581.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9978,manual_review,
일본,1-17,호감요인,음악,중 가쉬그룹과 팬 사이에 유대감이 좋아서,1+2순위(중복),6.2,%,581.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.999,manual_review,
일본,1-17,호감요인,음악,기타,1+2순위(중복),3.9,%,581.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9996,manual_review,
일본,1-17,호감요인,음악,남성 여성,1+2순위(중복),10.0,%,581.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.4444,manual_review,
일본,1-17,호감요인,애니메이션,순 스토리가 짜임새 잇고 탄단해서,1순위,8.7,%,205.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9996,manual_review,
일본,1-17,호감요인,애니메이션,기타,1+2순위(중복),1.5,%,205.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.999,manual_review,
일본,1-17,호감요인,출판물,완오프라인올 통해 쉽제 구매할 수 있어서,1순위,6.4,%,173.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9999,manual_review,
일본,1-17,호감요인,출판물,복 왼오프라입올 통해 실계 구매할 수 있어서,1+2순위(중복),12.6,%,173.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9927,manual_review,
일본,1-17,호감요인,출판물,남성 여성,1+2순위(중복),10.0,%,173.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.4444,manual_review,
일본,1-17,호감요인,웹툰,그림 묘사가 사실적이고 섬세해서,1순위,6.3,%,159.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9578,manual_review,
일본,1-17,호감요인,게임,수 한룻스타가 광고하보하기 때문에,1순위,4.9,%,267.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.6985,manual_review,
일본,1-17,호감요인,게임,좋아하는 스트리머가 한국 게임올 자주 소개해서,1순위,3.7,%,267.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9974,manual_review,
일본,1-17,호감요인,게임,한류스타가 광괴홍보하기 때문에,1+2순위(중복),9.8,%,267.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9995,manual_review,
일본,1-17,호감요인,게임,복 좋이하는 스중리어가 화국 게임올 자주 소개해서,1+2순위(중복),6.7,%,267.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9913,manual_review,
일본,1-17,호감요인,게임,남성 여성,1+2순위(중복),10.0,%,267.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.4444,manual_review,
일본,1-17,호감요인,패션,위 좋아하는 한류스타가 사용홍보하기 때문에 품질이 우수해세소재  색상 봉제   단추 등의 상태,1순위,5.2,%,403.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9999,manual_review,
일본,1-17,호감요인,패션,품질이 우수해세소재   색상  봉제  단추 등의 상태),1+2순위(중복),11.4,%,403.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.99,manual_review,
일본,1-17,호감요인,뷰티,남성 여성,1+2순위(중복),10.0,%,412.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.4444,manual_review,
일본,1-17,호감요인,음식,영화 드리마어서 빛볕 한식식문회름 경험할 수 있어서,1+2순위(중복),10.7,%,619.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.8611,manual_review,
일본,1-17,호감요인,한국어,한글이 배우기 쉬위서,1순위,17.9,%,205.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9963,manual_review,
일본,1-17,호감요인,한국어,한국어의 소리가 듣기 좋아서,1순위,7.8,%,205.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.9993,manual_review,
일본,1-17,호감요인,한국어,슈 한국어외금자 한동_이 야E위,1순위,4.9,%,205.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.6782,manual_review,
일본,1-17,호감요인,한국어,흙 한국 단어나 표현 방식이 좋아서,1+2순위(중복),11.2,%,205.0,"143,144,145,146,147,148",easyocr+ranked_item_row_grouping,0.974,manual_review,
일본,1-18,호감 저해요인,드라마,한국어가 어렵고 생소해서,1순위,4.9,%,525.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.8153,manual_review,
일본,1-18,호감 저해요인,드라마,} 폭사도 등 표현방식이 너무 항해서,1순위,3.5,%,525.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9983,manual_review,
일본,1-18,호감 저해요인,드라마,접하기 어려운 환경이어서,1순위,2.9,%,525.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,1.0,manual_review,
일본,1-18,호감 저해요인,드라마,폭력노출 등 표현방식이 너무 강해서,1+2순위(중복),9.0,%,525.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9995,manual_review,
일본,1-18,호감 저해요인,드라마,@합 '엎울환하@어서속-되망 문제 정보 부족 텅,1+2순위(중복),7.6,%,525.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9985,manual_review,
일본,1-18,호감 저해요인,예능,접하기 어려운 환경이어서,1순위,6.5,%,290.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9995,manual_review,
일본,1-18,호감 저해요인,예능,방송용 자매텍스 말 풍선 이모티서 덩이 너무 많아서,1순위,4.8,%,290.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9988,manual_review,
일본,1-18,호감 저해요인,예능,접하기 어려운 환경이어서 (지청 '경로 부족 인터넷 속되망 문제  정보 부족 등,1+2순위(중복),12.4,%,290.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9477,manual_review,
일본,1-18,호감 저해요인,예능,방송용 지맥텍스 말 풍선 이모티롬 등이 너무 많서,1+2순위(중복),11.0,%,290.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,1.0,manual_review,
일본,1-18,호감 저해요인,예능,둘 나오는 사람들이 반복적으로 출연해서,1+2순위(중복),10.3,%,290.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.968,manual_review,
일본,1-18,호감 저해요인,예능,남성 여성,1+2순위(중복),10.0,%,290.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9132,manual_review,
일본,1-18,호감 저해요인,영화,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1순위,3.4,%,467.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.8255,manual_review,
일본,1-18,호감 저해요인,영화,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1+2순위(중복),6.8,%,467.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9997,manual_review,
일본,1-18,호감 저해요인,영화,Q,1+2순위(중복),2.0,%,467.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.4776,manual_review,
일본,1-18,호감 저해요인,영화,남성 여성,1+2순위(중복),10.0,%,467.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9132,manual_review,
일본,1-18,호감 저해요인,음악,팬덤 문화가 폐쇄적 배타적이어서,1순위,2.6,%,581.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.3254,manual_review,
일본,1-18,호감 저해요인,애니메이션,스토리 소재 장르 등이 진부획일적이어서,1순위,4.8,%,25.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9988,manual_review,
일본,1-18,호감 저해요인,애니메이션,캐릭터가 마음에 들지 않아서,1+2순위(중복),8.8,%,25.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9993,manual_review,
일본,1-18,호감 저해요인,애니메이션,남성 여성,1+2순위(중복),10.0,%,25.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9301,manual_review,
일본,1-18,호감 저해요인,출판물,한국적 요소가 강해세한국 문화전통스토리 등,1순위,8.6,%,173.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9977,manual_review,
일본,1-18,호감 저해요인,출판물,국가 간 역사 외교적 관계로 인해서 뜻,1순위,10.5,%,173.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9994,manual_review,
일본,1-18,호감 저해요인,출판물,수 스토리가 맘에 들지 않아서,순위미상(중복4회 중 1번째),5.2,%,173.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9862,manual_review,순위 불명(순위미상(중복4회 중 1번째))
일본,1-18,호감 저해요인,출판물,수 스토리가 맘에 들지 않아서,순위미상(중복4회 중 2번째),4.2,%,173.0,"149,150,151,152,153,154,155,156",easyocr+ranked_item_row_grouping,0.9997,manual_review,순위 불명(순위미상(중복4회 중 2번째))
