source_file,survey_type,table_code,table_title,base,country,country_std,category,response_option,sample_n,sample_n_raw,value,unit
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,"행사/이벤트 체험(공연, 콘서트, 축제, 박람회 등)",1670.0,(1670),8.954334595932597,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,유명 명품 구매 등 럭셔리 쇼핑,1670.0,(1670),10.836437385841977,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,출입국 편의성(비자 면제 등),1670.0,(1670),12.58535236614362,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,항공권 특가 및 할인 프로모션,1670.0,(1670),8.325661542996766,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,"이벤트성 방문(신혼여행, 프로포즈, 생일, 기념일 등)",1670.0,(1670),5.96566739813915,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,"의료 관광(검진, 시술, 수술 등)",1670.0,(1670),6.702847428859836,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,환율 및 현지 물가,1670.0,(1670),9.158550145195411,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,언어소통,1670.0,(1670),8.18989501187484,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,어학/직업 연수 및 유학,1670.0,(1670),4.5219292457395355,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,스포츠 관광(경기 관람 및 참여),1670.0,(1670),4.007462534857602,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,종교 환경,1670.0,(1670),3.0103092502692315,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,출장 및 학회 행사 개최지,1670.0,(1670),2.9505605308749825,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,과거 방문 경험,1670.0,(1670),11.497065457119025,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,일본,일본,국가/지역,기타,1670.0,(1670),0.8020823364095181,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,대만,대만,국가/지역,"개인 및 인플루언서가 제작한 짧은 이미지(틱톡, 인스타그램 릴스, 유튜브 쇼츠 등)",465.0,(465),35.29818596417805,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,대만,대만,국가/지역,음식/식문화,465.0,(465),53.42278607368646,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,대만,대만,국가/지역,"뉴스, 영화, 드라마, 다큐멘터리 등 대중 매체",465.0,(465),35.34465915758047,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,대만,대만,국가/지역,"가족, 친구, 지인 등 주변인 추천",465.0,(465),39.33591487205049,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,대만,대만,국가/지역,관광지/관광 명소,465.0,(465),44.489788575652675,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,대만,대만,국가/지역,"유명 인플루언서, 연예인 등의 여행 후기",465.0,(465),29.012819127047763,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,대만,대만,국가/지역,전통문화/역사,465.0,(465),27.59070198303738,%
2025_잠재방한객조사_방한의향자.xlsx,방한의향자,C4,<표C4> 한국 여행 관심 계기(중복) (한국 방문의향자 기준),BASE:B5. 1) 한국 ④~⑤,대만,대만,국가/지역,자연 경관,465.0,(465),23.552892353748565,%
