country,table_id,indicator,category,item,value,unit,base,source_page,extraction_method,ocr_confidence,verification_status,notes
인도,1-16,호감도,출판물,5점 척도 평균(점),4.26,score(1-5),745.0,"441,442",easyocr+label_targeted_row_lookup,0.9913,auto_extracted,
인도,1-16,호감도,웹툰,5점 척도 평균(점),4.29,score(1-5),850.0,"441,442",easyocr+label_targeted_row_lookup,0.6468,auto_extracted,
인도,1-16,호감도,게임,5점 척도 평균(점),4.23,score(1-5),948.0,"441,442",easyocr+label_targeted_row_lookup,0.9928,auto_extracted,
인도,1-16,호감도,패션,5점 척도 평균(점),4.22,score(1-5),944.0,"441,442",easyocr+label_targeted_row_lookup,0.9958,auto_extracted,
인도,1-16,호감도,뷰티,5점 척도 평균(점),4.21,score(1-5),952.0,"441,442",easyocr+label_targeted_row_lookup,0.8904,auto_extracted,
인도,1-16,호감도,음식,5점 척도 평균(점),4.22,score(1-5),951.0,"441,442",easyocr+label_targeted_row_lookup,0.7818,auto_extracted,
인도,1-16,호감도,한국어,5점 척도 평균(점),4.22,score(1-5),752.0,"441,442",easyocr+label_targeted_row_lookup,0.9988,auto_extracted,
인도,1-16,호감도,전반적 만족도,5점 척도 평균(점),4.17,score(1-5),1850.0,"441,442",easyocr+label_targeted_row_lookup,0.9988,auto_extracted,
인도,1-33,관심도,,본인 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.97,score(1-5),1850.0,476,easyocr+label_targeted_row_lookup,0.9998,auto_extracted,
인도,1-33,관심도,,본인 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.86,score(1-5),1850.0,476,easyocr+label_targeted_row_lookup,0.5894,auto_extracted,
인도,1-33,관심도,,자국민 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.9,score(1-5),1850.0,476,easyocr+label_targeted_row_lookup,0.8933,auto_extracted,
인도,1-33,관심도,,자국민 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.91,score(1-5),1850.0,476,easyocr+label_targeted_row_lookup,0.6296,auto_extracted,
인도,1-33,관심도,,본인 소비지출 의향 변화 (1년 전 대비) - 5점 척도 평균(점),3.77,score(1-5),1850.0,476,easyocr+label_targeted_row_lookup,0.9476,auto_extracted,
인도,1-33,관심도,,본인 소비지출 의향 변화 (1년 후 예상) - 5점 척도 평균(점),3.73,score(1-5),1850.0,476,easyocr+label_targeted_row_lookup,0.5658,auto_extracted,
인도,1-35,인식변화,,매우 부정적으로 변함,0.5,%,1850.0,478,easyocr+label_targeted_row_lookup,0.5814,auto_extracted,
인도,1-35,인식변화,,약간 부정적으로 변함,1.9,%,1850.0,478,easyocr+label_targeted_row_lookup,0.5549,auto_extracted,
인도,1-35,인식변화,,변화 없음,14.6,%,1850.0,478,easyocr+label_targeted_row_lookup,0.4132,auto_extracted,
인도,1-35,인식변화,,약간 긍정적으로 변함,45.5,%,1850.0,478,easyocr+label_targeted_row_lookup,0.9999,auto_extracted,
인도,1-35,인식변화,,매우 긍정적으로 변함,37.5,%,1850.0,478,easyocr+label_targeted_row_lookup,0.9991,auto_extracted,
인도,1-35,인식변화,,5점 척도 평균(점),4.18,score(1-5),1850.0,478,easyocr+label_targeted_row_lookup,0.9683,auto_extracted,
인도,1-41,관광경험,,한국 관광 - 구매(방문) 경험률(%),47.9,%,1850.0,481,easyocr+label_targeted_row_lookup,0.9987,auto_extracted,
인도,1-41,관광경험,,한국 관광 - 평균 구매(방문) 횟수(회),1.86,회,1850.0,481,easyocr+label_targeted_row_lookup,0.9998,auto_extracted,
베트남,1-16,호감도,드라마,5점 척도 평균(점),3.94,score(1-5),484.0,"501,502",easyocr+label_targeted_row_lookup,0.782,auto_extracted,
베트남,1-16,호감도,예능,5점 척도 평균(점),3.92,score(1-5),480.0,"501,502",easyocr+label_targeted_row_lookup,0.9937,auto_extracted,
베트남,1-16,호감도,영화,5점 척도 평균(점),4.01,score(1-5),485.0,"501,502",easyocr+label_targeted_row_lookup,0.8859,auto_extracted,
베트남,1-16,호감도,음악,5점 척도 평균(점),4.02,score(1-5),487.0,"501,502",easyocr+label_targeted_row_lookup,0.9775,auto_extracted,
베트남,1-16,호감도,애니메이션,5점 척도 평균(점),3.88,score(1-5),478.0,"501,502",easyocr+label_targeted_row_lookup,0.5633,auto_extracted,
베트남,1-16,호감도,출판물,5점 척도 평균(점),3.87,score(1-5),422.0,"501,502",easyocr+label_targeted_row_lookup,0.603,auto_extracted,
베트남,1-16,호감도,웹툰,5점 척도 평균(점),4.03,score(1-5),343.0,"501,502",easyocr+label_targeted_row_lookup,0.9497,auto_extracted,
베트남,1-16,호감도,게임,5점 척도 평균(점),3.93,score(1-5),476.0,"501,502",easyocr+label_targeted_row_lookup,0.9997,auto_extracted,
베트남,1-16,호감도,패션,5점 척도 평균(점),4.02,score(1-5),480.0,"501,502",easyocr+label_targeted_row_lookup,0.9996,auto_extracted,
베트남,1-16,호감도,뷰티,5점 척도 평균(점),4.14,score(1-5),481.0,"501,502",easyocr+label_targeted_row_lookup,0.5551,auto_extracted,
베트남,1-16,호감도,음식,5점 척도 평균(점),4.07,score(1-5),479.0,"501,502",easyocr+label_targeted_row_lookup,0.6556,auto_extracted,
베트남,1-16,호감도,한국어,5점 척도 평균(점),3.97,score(1-5),309.0,"501,502",easyocr+label_targeted_row_lookup,0.9448,auto_extracted,
베트남,1-16,호감도,전반적 만족도,5점 척도 평균(점),3.99,score(1-5),900.0,"501,502",easyocr+label_targeted_row_lookup,0.6087,auto_extracted,
베트남,1-33,관심도,,본인 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.69,score(1-5),900.0,536,easyocr+label_targeted_row_lookup,0.3888,auto_extracted,
베트남,1-33,관심도,,본인 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.62,score(1-5),900.0,536,easyocr+label_targeted_row_lookup,0.4313,auto_extracted,
베트남,1-33,관심도,,자국민 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.77,score(1-5),900.0,536,easyocr+label_targeted_row_lookup,0.9476,auto_extracted,
베트남,1-33,관심도,,자국민 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.74,score(1-5),900.0,536,easyocr+label_targeted_row_lookup,0.8591,auto_extracted,
베트남,1-33,관심도,,본인 소비지출 의향 변화 (1년 전 대비) - 5점 척도 평균(점),3.58,score(1-5),900.0,536,easyocr+label_targeted_row_lookup,0.6996,auto_extracted,
베트남,1-33,관심도,,본인 소비지출 의향 변화 (1년 후 예상) - 5점 척도 평균(점),3.6,score(1-5),900.0,536,easyocr+label_targeted_row_lookup,0.549,auto_extracted,
베트남,1-35,인식변화,,매우 부정적으로 변함,0.2,%,900.0,538,easyocr+label_targeted_row_lookup,0.7875,auto_extracted,
베트남,1-35,인식변화,,약간 부정적으로 변함,1.9,%,900.0,538,easyocr+label_targeted_row_lookup,0.5549,auto_extracted,
베트남,1-35,인식변화,,변화 없음,22.9,%,900.0,538,easyocr+label_targeted_row_lookup,1.0,auto_extracted,
베트남,1-35,인식변화,,약간 긍정적으로 변함,45.7,%,900.0,538,easyocr+label_targeted_row_lookup,0.9997,auto_extracted,
베트남,1-35,인식변화,,매우 긍정적으로 변함,29.3,%,900.0,538,easyocr+label_targeted_row_lookup,0.9167,auto_extracted,
베트남,1-35,인식변화,,5점 척도 평균(점),4.02,score(1-5),900.0,538,easyocr+label_targeted_row_lookup,0.9991,auto_extracted,
베트남,1-41,관광경험,,한국 관광 - 구매(방문) 경험률(%),53.3,%,900.0,541,easyocr+label_targeted_row_lookup,0.9372,auto_extracted,
베트남,1-41,관광경험,,한국 관광 - 평균 구매(방문) 횟수(회),1.34,회,900.0,541,easyocr+label_targeted_row_lookup,0.6791,auto_extracted,
카자흐스탄,1-16,호감도,드라마,5점 척도 평균(점),3.7,score(1-5),374.0,"561,562",easyocr+label_targeted_row_lookup,0.5951,auto_extracted,
카자흐스탄,1-16,호감도,예능,5점 척도 평균(점),3.62,score(1-5),230.0,"561,562",easyocr+label_targeted_row_lookup,0.6633,auto_extracted,
카자흐스탄,1-16,호감도,영화,5점 척도 평균(점),3.64,score(1-5),376.0,"561,562",easyocr+label_targeted_row_lookup,0.6228,auto_extracted,
카자흐스탄,1-16,호감도,음악,5점 척도 평균(점),3.48,score(1-5),373.0,"561,562",easyocr+label_targeted_row_lookup,0.5785,auto_extracted,
카자흐스탄,1-16,호감도,애니메이션,5점 척도 평균(점),3.52,score(1-5),355.0,"561,562",easyocr+label_targeted_row_lookup,0.7667,auto_extracted,
카자흐스탄,1-16,호감도,출판물,5점 척도 평균(점),3.59,score(1-5),190.0,"561,562",easyocr+label_targeted_row_lookup,0.8105,auto_extracted,
카자흐스탄,1-16,호감도,웹툰,5점 척도 평균(점),4.0,score(1-5),120.0,"561,562",easyocr+label_targeted_row_lookup,0.9713,auto_extracted,
카자흐스탄,1-16,호감도,게임,5점 척도 평균(점),3.58,score(1-5),292.0,"561,562",easyocr+label_targeted_row_lookup,0.9998,auto_extracted,
카자흐스탄,1-16,호감도,패션,5점 척도 평균(점),3.79,score(1-5),339.0,"561,562",easyocr+label_targeted_row_lookup,0.8765,auto_extracted,
카자흐스탄,1-16,호감도,뷰티,5점 척도 평균(점),3.77,score(1-5),363.0,"561,562",easyocr+label_targeted_row_lookup,0.9817,auto_extracted,
카자흐스탄,1-16,호감도,음식,5점 척도 평균(점),3.89,score(1-5),357.0,"561,562",easyocr+label_targeted_row_lookup,0.5918,auto_extracted,
카자흐스탄,1-16,호감도,한국어,5점 척도 평균(점),4.14,score(1-5),134.0,"561,562",easyocr+label_targeted_row_lookup,0.5551,auto_extracted,
카자흐스탄,1-16,호감도,전반적 만족도,5점 척도 평균(점),3.62,score(1-5),700.0,"561,562",easyocr+label_targeted_row_lookup,0.6633,auto_extracted,
카자흐스탄,1-33,관심도,,본인 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.41,score(1-5),700.0,596,easyocr+label_targeted_row_lookup,0.9997,auto_extracted,
카자흐스탄,1-33,관심도,,본인 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.39,score(1-5),700.0,596,easyocr+label_targeted_row_lookup,0.8974,auto_extracted,
카자흐스탄,1-33,관심도,,자국민 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.49,score(1-5),700.0,596,easyocr+label_targeted_row_lookup,0.4512,auto_extracted,
카자흐스탄,1-33,관심도,,자국민 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.56,score(1-5),700.0,596,easyocr+label_targeted_row_lookup,0.7381,auto_extracted,
카자흐스탄,1-33,관심도,,본인 소비지출 의향 변화 (1년 전 대비) - 5점 척도 평균(점),3.33,score(1-5),700.0,596,easyocr+label_targeted_row_lookup,0.3804,auto_extracted,
카자흐스탄,1-33,관심도,,본인 소비지출 의향 변화 (1년 후 예상) - 5점 척도 평균(점),3.36,score(1-5),700.0,596,easyocr+label_targeted_row_lookup,0.6382,auto_extracted,
카자흐스탄,1-35,인식변화,,매우 부정적으로 변함,0.3,%,700.0,598,easyocr+label_targeted_row_lookup,0.9956,auto_extracted,
카자흐스탄,1-35,인식변화,,약간 부정적으로 변함,1.1,%,700.0,598,easyocr+label_targeted_row_lookup,0.6986,auto_extracted,
카자흐스탄,1-35,인식변화,,변화 없음,33.7,%,700.0,598,easyocr+label_targeted_row_lookup,0.9966,auto_extracted,
카자흐스탄,1-35,인식변화,,약간 긍정적으로 변함,47.1,%,700.0,598,easyocr+label_targeted_row_lookup,0.9993,auto_extracted,
카자흐스탄,1-35,인식변화,,매우 긍정적으로 변함,17.9,%,700.0,598,easyocr+label_targeted_row_lookup,0.9999,auto_extracted,
카자흐스탄,1-35,인식변화,,5점 척도 평균(점),3.81,score(1-5),700.0,598,easyocr+label_targeted_row_lookup,0.9956,auto_extracted,
카자흐스탄,1-41,관광경험,,한국 관광 - 구매(방문) 경험률(%),28.1,%,700.0,601,easyocr+label_targeted_row_lookup,0.993,auto_extracted,
카자흐스탄,1-41,관광경험,,한국 관광 - 평균 구매(방문) 횟수(회),1.25,회,700.0,601,easyocr+label_targeted_row_lookup,0.6265,auto_extracted,
필리핀,1-16,호감도,드라마,5점 척도 평균(점),4.26,score(1-5),388.0,"621,622",easyocr+label_targeted_row_lookup,0.9913,auto_extracted,
필리핀,1-16,호감도,예능,5점 척도 평균(점),4.15,score(1-5),387.0,"621,622",easyocr+label_targeted_row_lookup,0.6725,auto_extracted,
필리핀,1-16,호감도,영화,5점 척도 평균(점),4.29,score(1-5),386.0,"621,622",easyocr+label_targeted_row_lookup,0.8659,auto_extracted,
필리핀,1-16,호감도,음악,5점 척도 평균(점),4.2,score(1-5),396.0,"621,622",easyocr+label_targeted_row_lookup,0.8072,auto_extracted,
필리핀,1-16,호감도,애니메이션,5점 척도 평균(점),4.1,score(1-5),383.0,"621,622",easyocr+label_targeted_row_lookup,0.8373,auto_extracted,
필리핀,1-16,호감도,출판물,5점 척도 평균(점),4.18,score(1-5),245.0,"621,622",easyocr+label_targeted_row_lookup,0.9987,auto_extracted,
필리핀,1-16,호감도,웹툰,5점 척도 평균(점),4.34,score(1-5),374.0,"621,622",easyocr+label_targeted_row_lookup,0.9981,auto_extracted,
필리핀,1-16,호감도,게임,5점 척도 평균(점),4.18,score(1-5),316.0,"621,622",easyocr+label_targeted_row_lookup,0.9987,auto_extracted,
필리핀,1-16,호감도,패션,5점 척도 평균(점),417.0,score(1-5),387.0,"621,622",easyocr+label_targeted_row_lookup,0.3721,manual_review,"값 범위 이상: 417.0 (기대범위 1.0~5.0, 단위=score(1-5)) — 소수점 누락(예: 3.3->33) 또는 자릿수 오류 의심; 5점 척도인데 417.0 > 5 — 소수점 누락 의심"
필리핀,1-16,호감도,뷰티,5점 척도 평균(점),4.27,score(1-5),387.0,"621,622",easyocr+label_targeted_row_lookup,0.7563,auto_extracted,
필리핀,1-16,호감도,음식,5점 척도 평균(점),4.37,score(1-5),392.0,"621,622",easyocr+label_targeted_row_lookup,0.6706,auto_extracted,
필리핀,1-16,호감도,한국어,5점 척도 평균(점),4.1,score(1-5),369.0,"621,622",easyocr+label_targeted_row_lookup,0.8373,auto_extracted,
필리핀,1-16,호감도,전반적 만족도,5점 척도 평균(점),4.26,score(1-5),700.0,"621,622",easyocr+label_targeted_row_lookup,0.9913,auto_extracted,
필리핀,1-33,관심도,,본인 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.84,score(1-5),700.0,656,easyocr+label_targeted_row_lookup,0.9936,auto_extracted,
필리핀,1-33,관심도,,본인 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.81,score(1-5),700.0,656,easyocr+label_targeted_row_lookup,0.9956,auto_extracted,
필리핀,1-33,관심도,,자국민 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.95,score(1-5),700.0,656,easyocr+label_targeted_row_lookup,0.7892,auto_extracted,
필리핀,1-33,관심도,,자국민 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.92,score(1-5),700.0,656,easyocr+label_targeted_row_lookup,0.9216,auto_extracted,
필리핀,1-33,관심도,,본인 소비지출 의향 변화 (1년 전 대비) - 5점 척도 평균(점),3.63,score(1-5),700.0,656,easyocr+label_targeted_row_lookup,0.9984,auto_extracted,
필리핀,1-33,관심도,,본인 소비지출 의향 변화 (1년 후 예상) - 5점 척도 평균(점),3.65,score(1-5),700.0,656,easyocr+label_targeted_row_lookup,0.4829,auto_extracted,
필리핀,1-35,인식변화,,매우 부정적으로 변함,0.1,%,700.0,658,easyocr+label_targeted_row_lookup,0.9993,auto_extracted,
필리핀,1-35,인식변화,,약간 부정적으로 변함,1.6,%,700.0,658,easyocr+label_targeted_row_lookup,0.3226,auto_extracted,
필리핀,1-35,인식변화,,변화 없음,15.5,%,700.0,658,easyocr+label_targeted_row_lookup,0.8823,auto_extracted,
필리핀,1-35,인식변화,,약간 긍정적으로 변함,46.5,%,700.0,658,easyocr+label_targeted_row_lookup,0.9997,auto_extracted,
필리핀,1-35,인식변화,,매우 긍정적으로 변함,36.2,%,700.0,658,easyocr+label_targeted_row_lookup,0.7861,auto_extracted,
필리핀,1-35,인식변화,,5점 척도 평균(점),4.17,score(1-5),700.0,658,easyocr+label_targeted_row_lookup,0.9977,auto_extracted,
필리핀,1-41,관광경험,,한국 관광 - 구매(방문) 경험률(%),36.6,%,700.0,661,easyocr+label_targeted_row_lookup,0.6026,auto_extracted,
필리핀,1-41,관광경험,,한국 관광 - 평균 구매(방문) 횟수(회),1.32,회,700.0,661,easyocr+label_targeted_row_lookup,0.9947,auto_extracted,
싱가포르,1-16,호감도,드라마,5점 척도 평균(점),3.93,score(1-5),398.0,"681,682",easyocr+label_targeted_row_lookup,0.5713,auto_extracted,
싱가포르,1-16,호감도,예능,5점 척도 평균(점),3.87,score(1-5),393.0,"681,682",easyocr+label_targeted_row_lookup,0.9099,auto_extracted,
싱가포르,1-16,호감도,영화,5점 척도 평균(점),3.85,score(1-5),397.0,"681,682",easyocr+label_targeted_row_lookup,0.9988,auto_extracted,
싱가포르,1-16,호감도,음악,5점 척도 평균(점),3.85,score(1-5),398.0,"681,682",easyocr+label_targeted_row_lookup,0.9988,auto_extracted,
싱가포르,1-16,호감도,애니메이션,5점 척도 평균(점),3.81,score(1-5),313.0,"681,682",easyocr+label_targeted_row_lookup,0.994,auto_extracted,
싱가포르,1-16,호감도,출판물,5점 척도 평균(점),3.86,score(1-5),192.0,"681,682",easyocr+label_targeted_row_lookup,0.5181,auto_extracted,
싱가포르,1-16,호감도,웹툰,5점 척도 평균(점),3.95,score(1-5),281.0,"681,682",easyocr+label_targeted_row_lookup,0.9975,auto_extracted,
싱가포르,1-16,호감도,게임,5점 척도 평균(점),3.82,score(1-5),271.0,"681,682",easyocr+label_targeted_row_lookup,0.643,auto_extracted,
싱가포르,1-16,호감도,패션,5점 척도 평균(점),3.83,score(1-5),394.0,"681,682",easyocr+label_targeted_row_lookup,0.7886,auto_extracted,
싱가포르,1-16,호감도,뷰티,5점 척도 평균(점),3.9,score(1-5),397.0,"681,682",easyocr+label_targeted_row_lookup,0.8756,auto_extracted,
싱가포르,1-16,호감도,음식,5점 척도 평균(점),3.93,score(1-5),399.0,"681,682",easyocr+label_targeted_row_lookup,0.7833,auto_extracted,
싱가포르,1-16,호감도,한국어,5점 척도 평균(점),3.86,score(1-5),247.0,"681,682",easyocr+label_targeted_row_lookup,0.9998,auto_extracted,
싱가포르,1-16,호감도,전반적 만족도,5점 척도 평균(점),3.83,score(1-5),700.0,"681,682",easyocr+label_targeted_row_lookup,0.5686,auto_extracted,
싱가포르,1-33,관심도,,본인 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.4,score(1-5),700.0,716,easyocr+label_targeted_row_lookup,0.999,auto_extracted,
싱가포르,1-33,관심도,,본인 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.38,score(1-5),700.0,716,easyocr+label_targeted_row_lookup,0.9957,auto_extracted,
싱가포르,1-33,관심도,,자국민 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.51,score(1-5),700.0,716,easyocr+label_targeted_row_lookup,0.9907,auto_extracted,
싱가포르,1-33,관심도,,자국민 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.45,score(1-5),700.0,716,easyocr+label_targeted_row_lookup,0.7306,auto_extracted,
싱가포르,1-33,관심도,,본인 소비지출 의향 변화 (1년 전 대비) - 5점 척도 평균(점),3.34,score(1-5),700.0,716,easyocr+label_targeted_row_lookup,0.9756,auto_extracted,
싱가포르,1-33,관심도,,본인 소비지출 의향 변화 (1년 후 예상) - 5점 척도 평균(점),3.32,score(1-5),700.0,716,easyocr+label_targeted_row_lookup,0.8299,auto_extracted,
싱가포르,1-35,인식변화,,매우 부정적으로 변함,0.7,%,700.0,718,easyocr+label_targeted_row_lookup,0.9997,auto_extracted,
싱가포르,1-35,인식변화,,약간 부정적으로 변함,1.6,%,700.0,718,easyocr+label_targeted_row_lookup,0.9947,auto_extracted,
싱가포르,1-35,인식변화,,변화 없음,33.6,%,700.0,718,easyocr+label_targeted_row_lookup,0.9963,auto_extracted,
싱가포르,1-35,인식변화,,약간 긍정적으로 변함,51.2,%,700.0,718,easyocr+label_targeted_row_lookup,0.7959,auto_extracted,
싱가포르,1-35,인식변화,,매우 긍정적으로 변함,13.0,%,700.0,718,easyocr+label_targeted_row_lookup,0.9975,auto_extracted,
싱가포르,1-35,인식변화,,5점 척도 평균(점),3.74,score(1-5),700.0,718,easyocr+label_targeted_row_lookup,0.5644,auto_extracted,
싱가포르,1-41,관광경험,,한국 관광 - 구매(방문) 경험률(%),55.1,%,700.0,721,easyocr+label_targeted_row_lookup,0.9965,auto_extracted,
싱가포르,1-41,관광경험,,한국 관광 - 평균 구매(방문) 횟수(회),1.29,회,700.0,721,easyocr+label_targeted_row_lookup,0.9283,auto_extracted,
호주,1-16,호감도,드라마,5점 척도 평균(점),4.03,score(1-5),311.0,"741,742",easyocr+label_targeted_row_lookup,0.9992,auto_extracted,
호주,1-16,호감도,예능,5점 척도 평균(점),4.04,score(1-5),309.0,"741,742",easyocr+label_targeted_row_lookup,0.7825,auto_extracted,
호주,1-16,호감도,영화,5점 척도 평균(점),4.02,score(1-5),317.0,"741,742",easyocr+label_targeted_row_lookup,0.8684,auto_extracted,
호주,1-16,호감도,음악,5점 척도 평균(점),3.59,score(1-5),319.0,"741,742",easyocr+label_targeted_row_lookup,0.909,auto_extracted,
호주,1-16,호감도,애니메이션,5점 척도 평균(점),3.91,score(1-5),311.0,"741,742",easyocr+label_targeted_row_lookup,0.6294,auto_extracted,
호주,1-16,호감도,출판물,5점 척도 평균(점),4.11,score(1-5),185.0,"741,742",easyocr+label_targeted_row_lookup,0.894,auto_extracted,
호주,1-16,호감도,웹툰,5점 척도 평균(점),4.07,score(1-5),181.0,"741,742",easyocr+label_targeted_row_lookup,0.9983,auto_extracted,
호주,1-16,호감도,게임,5점 척도 평균(점),4.06,score(1-5),283.0,"741,742",easyocr+label_targeted_row_lookup,0.9994,auto_extracted,
호주,1-16,호감도,패션,5점 척도 평균(점),4.03,score(1-5),312.0,"741,742",easyocr+label_targeted_row_lookup,0.906,auto_extracted,
호주,1-16,호감도,뷰티,5점 척도 평균(점),4.03,score(1-5),317.0,"741,742",easyocr+label_targeted_row_lookup,0.9495,auto_extracted,
호주,1-16,호감도,음식,5점 척도 평균(점),4.08,score(1-5),322.0,"741,742",easyocr+label_targeted_row_lookup,0.9228,auto_extracted,
호주,1-16,호감도,한국어,5점 척도 평균(점),4.14,score(1-5),159.0,"741,742",easyocr+label_targeted_row_lookup,0.9975,auto_extracted,
호주,1-16,호감도,전반적 만족도,5점 척도 평균(점),3.82,score(1-5),710.0,"741,742",easyocr+label_targeted_row_lookup,0.3602,auto_extracted,
호주,1-33,관심도,,본인 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.49,score(1-5),710.0,776,easyocr+label_targeted_row_lookup,0.9995,auto_extracted,
호주,1-33,관심도,,본인 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.4,score(1-5),710.0,776,easyocr+label_targeted_row_lookup,0.9997,auto_extracted,
호주,1-33,관심도,,자국민 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.5,score(1-5),710.0,776,easyocr+label_targeted_row_lookup,0.9989,auto_extracted,
호주,1-33,관심도,,자국민 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.51,score(1-5),710.0,776,easyocr+label_targeted_row_lookup,0.9905,auto_extracted,
호주,1-33,관심도,,본인 소비지출 의향 변화 (1년 전 대비) - 5점 척도 평균(점),3.42,score(1-5),710.0,776,easyocr+label_targeted_row_lookup,0.9992,auto_extracted,
호주,1-33,관심도,,본인 소비지출 의향 변화 (1년 후 예상) - 5점 척도 평균(점),3.4,score(1-5),710.0,776,easyocr+label_targeted_row_lookup,0.9997,auto_extracted,
호주,1-35,인식변화,,매우 부정적으로 변함,0.7,%,710.0,778,easyocr+label_targeted_row_lookup,0.9836,auto_extracted,
호주,1-35,인식변화,,약간 부정적으로 변함,1.7,%,710.0,778,easyocr+label_targeted_row_lookup,0.8225,auto_extracted,
호주,1-35,인식변화,,변화 없음,33.7,%,710.0,778,easyocr+label_targeted_row_lookup,0.8894,auto_extracted,
호주,1-35,인식변화,,약간 긍정적으로 변함,42.4,%,710.0,778,easyocr+label_targeted_row_lookup,0.921,auto_extracted,
호주,1-35,인식변화,,매우 긍정적으로 변함,21.5,%,710.0,778,easyocr+label_targeted_row_lookup,1.0,auto_extracted,
호주,1-35,인식변화,,5점 척도 평균(점),3.82,score(1-5),710.0,778,easyocr+label_targeted_row_lookup,0.999,auto_extracted,
호주,1-41,관광경험,,한국 관광 - 구매(방문) 경험률(%),35.0,%,710.0,781,easyocr+label_targeted_row_lookup,0.9996,auto_extracted,
호주,1-41,관광경험,,한국 관광 - 평균 구매(방문) 횟수(회),1.11,회,710.0,781,easyocr+label_targeted_row_lookup,0.997,auto_extracted,
미국,1-16,호감도,드라마,5점 척도 평균(점),4.19,score(1-5),569.0,"801,802",easyocr+label_targeted_row_lookup,0.9294,auto_extracted,
미국,1-16,호감도,예능,5점 척도 평균(점),4.13,score(1-5),574.0,"801,802",easyocr+label_targeted_row_lookup,0.9978,auto_extracted,
미국,1-16,호감도,영화,5점 척도 평균(점),4.15,score(1-5),580.0,"801,802",easyocr+label_targeted_row_lookup,0.5468,auto_extracted,
미국,1-16,호감도,음악,5점 척도 평균(점),3.88,score(1-5),581.0,"801,802",easyocr+label_targeted_row_lookup,0.7721,auto_extracted,
미국,1-16,호감도,애니메이션,5점 척도 평균(점),4.1,score(1-5),576.0,"801,802",easyocr+label_targeted_row_lookup,0.9963,auto_extracted,
미국,1-16,호감도,출판물,5점 척도 평균(점),4.16,score(1-5),422.0,"801,802",easyocr+label_targeted_row_lookup,0.7725,auto_extracted,
미국,1-16,호감도,웹툰,5점 척도 평균(점),4.26,score(1-5),459.0,"801,802",easyocr+label_targeted_row_lookup,0.9876,auto_extracted,
미국,1-16,호감도,게임,5점 척도 평균(점),4.1,score(1-5),567.0,"801,802",easyocr+label_targeted_row_lookup,0.9695,auto_extracted,
미국,1-16,호감도,패션,5점 척도 평균(점),4.14,score(1-5),572.0,"801,802",easyocr+label_targeted_row_lookup,0.9983,auto_extracted,
미국,1-16,호감도,뷰티,5점 척도 평균(점),4.16,score(1-5),573.0,"801,802",easyocr+label_targeted_row_lookup,0.9966,auto_extracted,
미국,1-16,호감도,음식,5점 척도 평균(점),4.16,score(1-5),585.0,"801,802",easyocr+label_targeted_row_lookup,0.9966,auto_extracted,
미국,1-16,호감도,한국어,5점 척도 평균(점),4.19,score(1-5),319.0,"801,802",easyocr+label_targeted_row_lookup,0.5955,auto_extracted,
미국,1-16,호감도,전반적 만족도,5점 척도 평균(점),3.96,score(1-5),1300.0,"801,802",easyocr+label_targeted_row_lookup,0.8596,auto_extracted,
미국,1-33,관심도,,본인 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.7,score(1-5),1300.0,836,easyocr+label_targeted_row_lookup,0.9988,auto_extracted,
미국,1-33,관심도,,본인 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.59,score(1-5),1300.0,836,easyocr+label_targeted_row_lookup,0.9987,auto_extracted,
미국,1-33,관심도,,자국민 관심도 변화 (1년 전 대비) - 5점 척도 평균(점),3.68,score(1-5),1300.0,836,easyocr+label_targeted_row_lookup,0.7005,auto_extracted,
미국,1-33,관심도,,자국민 관심도 변화 (1년 후 예상) - 5점 척도 평균(점),3.62,score(1-5),1300.0,836,easyocr+label_targeted_row_lookup,0.8906,auto_extracted,
