survey,page,topic,base_desc,group,segment,sample_n,item,value
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,남성 60세 이상,76,1년에 1회 이상,45.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,남성 60세 이상,76,반기별 1회 이상,5.5
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,남성 60세 이상,76,분기별 1회 이상,15.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,남성 60세 이상,76,한 달에 1회 이상,13.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,남성 60세 이상,76,1주일에 1회 이상,10.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,남성 60세 이상,76,거의 매일,10.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 15~19세,125,1년에 1회 이상,17.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 15~19세,125,반기별 1회 이상,14.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 15~19세,125,분기별 1회 이상,15.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 15~19세,125,한 달에 1회 이상,18.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 15~19세,125,1주일에 1회 이상,17.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 15~19세,125,거의 매일,17.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 20대,243,1년에 1회 이상,13.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 20대,243,반기별 1회 이상,12.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 20대,243,분기별 1회 이상,14.5
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 20대,243,한 달에 1회 이상,24.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 20대,243,1주일에 1회 이상,20.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 20대,243,거의 매일,14.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 30대,195,1년에 1회 이상,16.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 30대,195,반기별 1회 이상,12.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 30대,195,분기별 1회 이상,14.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 30대,195,한 달에 1회 이상,22.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 30대,195,1주일에 1회 이상,23.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 30대,195,거의 매일,11.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 40대,138,1년에 1회 이상,19.5
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 40대,138,반기별 1회 이상,8.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 40대,138,분기별 1회 이상,13.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 40대,138,한 달에 1회 이상,26.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 40대,138,1주일에 1회 이상,21.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 40대,138,거의 매일,9.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 50대,77,1년에 1회 이상,24.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 50대,77,반기별 1회 이상,10.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 50대,77,분기별 1회 이상,16.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 50대,77,한 달에 1회 이상,14.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 50대,77,1주일에 1회 이상,20.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 50대,77,거의 매일,13.5
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 60세 이상,121,1년에 1회 이상,27.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 60세 이상,121,반기별 1회 이상,13.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 60세 이상,121,분기별 1회 이상,20.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 60세 이상,121,한 달에 1회 이상,22.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 60세 이상,121,1주일에 1회 이상,12.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",성별&연령별,여성 60세 이상,121,거의 매일,3.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,중국,219,1년에 1회 이상,17.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,중국,219,반기별 1회 이상,20.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,중국,219,분기별 1회 이상,21.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,중국,219,한 달에 1회 이상,17.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,중국,219,1주일에 1회 이상,14.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,중국,219,거의 매일,8.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,홍콩(중국),25,1년에 1회 이상,3.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,홍콩(중국),25,반기별 1회 이상,12.5
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,홍콩(중국),25,분기별 1회 이상,9.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,홍콩(중국),25,한 달에 1회 이상,43.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,홍콩(중국),25,1주일에 1회 이상,18.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,홍콩(중국),25,거의 매일,12.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,대만,34,1년에 1회 이상,10.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,대만,34,반기별 1회 이상,12.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,대만,34,분기별 1회 이상,16.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,대만,34,한 달에 1회 이상,34.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,대만,34,1주일에 1회 이상,17.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,대만,34,거의 매일,9.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,일본,90,1년에 1회 이상,42.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,일본,90,반기별 1회 이상,4.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,일본,90,분기별 1회 이상,7.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,일본,90,한 달에 1회 이상,20.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,일본,90,1주일에 1회 이상,17.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,일본,90,거의 매일,7.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,태국,79,1년에 1회 이상,21.5
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,태국,79,반기별 1회 이상,9.5
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,태국,79,분기별 1회 이상,20.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,태국,79,한 달에 1회 이상,24.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,태국,79,1주일에 1회 이상,12.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,태국,79,거의 매일,11.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,싱가포르,73,1년에 1회 이상,3.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,싱가포르,73,반기별 1회 이상,11.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,싱가포르,73,분기별 1회 이상,19.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,싱가포르,73,한 달에 1회 이상,35.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,싱가포르,73,1주일에 1회 이상,16.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,싱가포르,73,거의 매일,13.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,말레이시아,90,1년에 1회 이상,13.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,말레이시아,90,반기별 1회 이상,10.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,말레이시아,90,분기별 1회 이상,17.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,말레이시아,90,한 달에 1회 이상,22.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,말레이시아,90,1주일에 1회 이상,20.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,말레이시아,90,거의 매일,16.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,베트남,78,1년에 1회 이상,17.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,베트남,78,반기별 1회 이상,19.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,베트남,78,분기별 1회 이상,13.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,베트남,78,한 달에 1회 이상,19.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,베트남,78,1주일에 1회 이상,15.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,베트남,78,거의 매일,13.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도네시아,95,1년에 1회 이상,17.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도네시아,95,반기별 1회 이상,7.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도네시아,95,분기별 1회 이상,7.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도네시아,95,한 달에 1회 이상,19.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도네시아,95,1주일에 1회 이상,38.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도네시아,95,거의 매일,9.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,필리핀,132,1년에 1회 이상,13.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,필리핀,132,반기별 1회 이상,6.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,필리핀,132,분기별 1회 이상,11.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,필리핀,132,한 달에 1회 이상,26.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,필리핀,132,1주일에 1회 이상,23.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,필리핀,132,거의 매일,19.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도,90,1년에 1회 이상,15.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도,90,반기별 1회 이상,9.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도,90,분기별 1회 이상,19.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도,90,한 달에 1회 이상,26.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도,90,1주일에 1회 이상,25.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,인도,90,거의 매일,3.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,몽골,46,1년에 1회 이상,39.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,몽골,46,반기별 1회 이상,4.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,몽골,46,분기별 1회 이상,6.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,몽골,46,한 달에 1회 이상,29.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,몽골,46,1주일에 1회 이상,15.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,몽골,46,거의 매일,6.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,아랍에미리트,68,1년에 1회 이상,9.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,아랍에미리트,68,반기별 1회 이상,11.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,아랍에미리트,68,분기별 1회 이상,19.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,아랍에미리트,68,한 달에 1회 이상,24.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,아랍에미리트,68,1주일에 1회 이상,21.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,아랍에미리트,68,거의 매일,12.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,사우디아라비아,54,1년에 1회 이상,7.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,사우디아라비아,54,반기별 1회 이상,19.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,사우디아라비아,54,분기별 1회 이상,29.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,사우디아라비아,54,한 달에 1회 이상,22.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,사우디아라비아,54,1주일에 1회 이상,13.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,사우디아라비아,54,거의 매일,7.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,튀르키예,56,1년에 1회 이상,35.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,튀르키예,56,반기별 1회 이상,14.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,튀르키예,56,분기별 1회 이상,15.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,튀르키예,56,한 달에 1회 이상,11.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,튀르키예,56,1주일에 1회 이상,14.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,튀르키예,56,거의 매일,8.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,카자흐스탄,46,1년에 1회 이상,18.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,카자흐스탄,46,반기별 1회 이상,18.5
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,카자흐스탄,46,분기별 1회 이상,20.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,카자흐스탄,46,한 달에 1회 이상,18.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,카자흐스탄,46,1주일에 1회 이상,14.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,카자흐스탄,46,거의 매일,10.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,러시아,62,1년에 1회 이상,34.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,러시아,62,반기별 1회 이상,14.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,러시아,62,분기별 1회 이상,16.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,러시아,62,한 달에 1회 이상,17.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,러시아,62,1주일에 1회 이상,9.2
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,러시아,62,거의 매일,7.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,독일,24,1년에 1회 이상,28.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,독일,24,반기별 1회 이상,22.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,독일,24,분기별 1회 이상,21.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,독일,24,한 달에 1회 이상,12.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,독일,24,1주일에 1회 이상,15.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,프랑스,19,1년에 1회 이상,26.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,프랑스,19,반기별 1회 이상,13.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,프랑스,19,분기별 1회 이상,8.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,프랑스,19,한 달에 1회 이상,20.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,프랑스,19,1주일에 1회 이상,19.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,프랑스,19,거의 매일,11.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,영국,36,1년에 1회 이상,17.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,영국,36,반기별 1회 이상,9.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,영국,36,분기별 1회 이상,23.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,영국,36,한 달에 1회 이상,11.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,영국,36,1주일에 1회 이상,32.6
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,영국,36,거의 매일,4.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,네덜란드,26,1년에 1회 이상,31.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,네덜란드,26,반기별 1회 이상,17.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,네덜란드,26,분기별 1회 이상,30.1
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,네덜란드,26,한 달에 1회 이상,8.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,네덜란드,26,1주일에 1회 이상,8.7
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,네덜란드,26,거의 매일,3.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,미국,96,1년에 1회 이상,26.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,미국,96,반기별 1회 이상,24.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,미국,96,분기별 1회 이상,20.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,미국,96,한 달에 1회 이상,15.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,미국,96,1주일에 1회 이상,8.3
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,미국,96,거의 매일,5.0
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,캐나다,34,1년에 1회 이상,20.4
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,캐나다,34,반기별 1회 이상,6.9
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,캐나다,34,분기별 1회 이상,20.8
일반외국인,300,34. 한국문화별 이용 빈도 : 한국어,"(한국어 이용/경험자 base, 단위: %)",거주국별,캐나다,34,한 달에 1회 이상,23.4
