survey,page,topic,base_desc,group,segment,sample_n,item,value
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 40대,917,부산,37.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 40대,917,제주,24.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 40대,917,인천,16.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 40대,917,강원도,12.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 40대,917,경기도,11.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 40대,917,경상남도,11.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 40대,917,대구,10.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 50대,716,서울,55.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 50대,716,부산,39.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 50대,716,제주,26.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 50대,716,인천,18.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 50대,716,강원도,10.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 50대,716,경기도,13.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 50대,716,경상남도,10.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 50대,716,대구,9.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 60세 이상,834,서울,54.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 60세 이상,834,부산,35.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 60세 이상,834,제주,22.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 60세 이상,834,인천,17.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 60세 이상,834,강원도,7.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 60세 이상,834,경기도,5.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 60세 이상,834,경상남도,6.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,남성 60세 이상,834,대구,6.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 15~19세,318,서울,69.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 15~19세,318,부산,42.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 15~19세,318,제주,35.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 15~19세,318,인천,22.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 15~19세,318,강원도,12.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 15~19세,318,경기도,12.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 15~19세,318,경상남도,14.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 15~19세,318,대구,13.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 20대,836,서울,62.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 20대,836,부산,41.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 20대,836,제주,35.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 20대,836,인천,21.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 20대,836,강원도,14.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 20대,836,경기도,12.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 20대,836,경상남도,10.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 20대,836,대구,14.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 30대,1024,서울,57.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 30대,1024,부산,38.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 30대,1024,제주,33.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 30대,1024,인천,18.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 30대,1024,강원도,15.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 30대,1024,경기도,14.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 30대,1024,경상남도,11.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 30대,1024,대구,11.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 40대,838,서울,55.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 40대,838,부산,37.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 40대,838,제주,29.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 40대,838,인천,19.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 40대,838,강원도,12.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 40대,838,경기도,12.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 40대,838,경상남도,11.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 40대,838,대구,9.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 50대,677,서울,50.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 50대,677,부산,35.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 50대,677,제주,29.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 50대,677,인천,18.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 50대,677,강원도,11.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 50대,677,경기도,12.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 50대,677,경상남도,10.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 50대,677,대구,9.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 60세 이상,1021,서울,42.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 60세 이상,1021,부산,28.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 60세 이상,1021,제주,26.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 60세 이상,1021,인천,15.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 60세 이상,1021,강원도,11.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 60세 이상,1021,경기도,9.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 60세 이상,1021,경상남도,7.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",성별&연령별,여성 60세 이상,1021,대구,8.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,중국,1790,서울,47.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,중국,1790,부산,35.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,중국,1790,제주,29.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,중국,1790,인천,17.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,중국,1790,강원도,17.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,중국,1790,경기도,18.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,중국,1790,경상남도,12.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,중국,1790,대구,8.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,홍콩(중국),384,서울,51.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,홍콩(중국),384,부산,37.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,홍콩(중국),384,제주,42.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,홍콩(중국),384,인천,17.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,홍콩(중국),384,강원도,10.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,홍콩(중국),384,경기도,9.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,홍콩(중국),384,경상남도,7.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,홍콩(중국),384,대구,10.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,대만,357,서울,61.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,대만,357,부산,52.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,대만,357,제주,44.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,대만,357,인천,27.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,대만,357,강원도,13.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,대만,357,경기도,18.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,대만,357,경상남도,7.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,대만,357,대구,14.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,일본,603,서울,48.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,일본,603,부산,33.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,일본,603,제주,22.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,일본,603,인천,16.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,일본,603,강원도,5.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,일본,603,경기도,4.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,일본,603,경상남도,3.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,일본,603,대구,8.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,태국,262,서울,58.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,태국,262,부산,49.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,태국,262,제주,34.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,태국,262,인천,35.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,태국,262,강원도,13.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,태국,262,경기도,11.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,태국,262,경상남도,14.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,태국,262,대구,12.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,싱가포르,360,서울,65.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,싱가포르,360,부산,45.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,싱가포르,360,제주,56.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,싱가포르,360,인천,32.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,싱가포르,360,강원도,12.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,싱가포르,360,경기도,6.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,싱가포르,360,경상남도,9.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,싱가포르,360,대구,12.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,말레이시아,316,서울,70.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,말레이시아,316,부산,55.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,말레이시아,316,제주,62.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,말레이시아,316,인천,38.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,말레이시아,316,강원도,11.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,말레이시아,316,경기도,11.0
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,말레이시아,316,경상남도,9.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,말레이시아,316,대구,12.1
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,베트남,342,서울,69.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,베트남,342,부산,56.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,베트남,342,제주,43.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,베트남,342,인천,32.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,베트남,342,강원도,16.3
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,베트남,342,경기도,17.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,베트남,342,경상남도,15.8
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,베트남,342,대구,17.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,인도네시아,296,서울,71.9
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,인도네시아,296,부산,53.6
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,인도네시아,296,제주,55.4
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,인도네시아,296,인천,33.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,인도네시아,296,강원도,13.5
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,인도네시아,296,경기도,15.7
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,인도네시아,296,경상남도,15.2
일반외국인,266,28. 주요 한국 도시/지역에 대한 방문 의향,"(해외여행 의향자 base, 중복응답 기준, ‘기타’ 항목 제외, 단위: %)",거주국별,인도네시아,296,대구,19.2
